"Well","Cycle","Target","Rn","dRn","Treatment","Minutes","Replica"
"A10",28,"RPL3_e9e10",11.3022,10.0229,"297","240","2"
"A10",29,"RPL3_e9e10",11.7337,10.446,"297","240","2"
"A10",30,"RPL3_e9e10",12.179,10.8829,"297","240","2"
"A10",31,"RPL3_e9e10",12.5809,11.2764,"297","240","2"
"A10",32,"RPL3_e9e10",12.9343,11.6214,"297","240","2"
"A10",33,"RPL3_e9e10",13.2001,11.8788,"297","240","2"
"A10",34,"RPL3_e9e10",13.5149,12.1852,"297","240","2"
"A10",35,"RPL3_e9e10",13.827,12.4889,"297","240","2"
"A10",36,"RPL3_e9e10",14.041,12.6945,"297","240","2"
"A10",37,"RPL3_e9e10",14.2926,12.9376,"297","240","2"
"A10",38,"RPL3_e9e10",14.5375,13.1741,"297","240","2"
"A10",39,"RPL3_e9e10",14.6607,13.2889,"297","240","2"
"A10",40,"RPL3_e9e10",14.9141,13.5339,"297","240","2"
"B1",1,"GAPDH_e2i2",1.1714,-0.038,"DMSO","0","1"
"B1",2,"GAPDH_e2i2",1.1866,-0.0279,"DMSO","0","1"
"B1",3,"GAPDH_e2i2",1.2002,-0.0195,"DMSO","0","1"
"B1",4,"GAPDH_e2i2",1.2162,-0.0086,"DMSO","0","1"
"B1",5,"GAPDH_e2i2",1.226,-0.0039,"DMSO","0","1"
"B1",6,"GAPDH_e2i2",1.2382,0.0031,"DMSO","0","1"
"B1",7,"GAPDH_e2i2",1.2402,0,"DMSO","0","1"
"B1",8,"GAPDH_e2i2",1.2522,0.007,"DMSO","0","1"
"B1",9,"GAPDH_e2i2",1.2593,0.0089,"DMSO","0","1"
"B1",10,"GAPDH_e2i2",1.2678,0.0123,"DMSO","0","1"
"B1",11,"GAPDH_e2i2",1.2703,0.0097,"DMSO","0","1"
"B1",12,"GAPDH_e2i2",1.2685,0.0028,"DMSO","0","1"
"B1",13,"GAPDH_e2i2",1.2725,0.0016,"DMSO","0","1"
"B1",14,"GAPDH_e2i2",1.2746,-0.0014,"DMSO","0","1"
"B1",15,"GAPDH_e2i2",1.2817,6e-04,"DMSO","0","1"
"B1",16,"GAPDH_e2i2",1.2865,3e-04,"DMSO","0","1"
"B1",17,"GAPDH_e2i2",1.2927,0.0014,"DMSO","0","1"
"B1",18,"GAPDH_e2i2",1.2996,0.0032,"DMSO","0","1"
"B1",19,"GAPDH_e2i2",1.2967,-0.0048,"DMSO","0","1"
"B1",20,"GAPDH_e2i2",1.3104,0.0037,"DMSO","0","1"
"B1",21,"GAPDH_e2i2",1.3126,8e-04,"DMSO","0","1"
"B1",22,"GAPDH_e2i2",1.3141,-0.0028,"DMSO","0","1"
"B1",23,"GAPDH_e2i2",1.3167,-0.0053,"DMSO","0","1"
"B1",24,"GAPDH_e2i2",1.3188,-0.0083,"DMSO","0","1"
"B1",25,"GAPDH_e2i2",1.3316,-7e-04,"DMSO","0","1"
"B1",26,"GAPDH_e2i2",1.3384,0.0011,"DMSO","0","1"
"B1",27,"GAPDH_e2i2",1.3556,0.0132,"DMSO","0","1"
"B1",28,"GAPDH_e2i2",1.3841,0.0365,"DMSO","0","1"
"B1",29,"GAPDH_e2i2",1.4256,0.0728,"DMSO","0","1"
"B1",30,"GAPDH_e2i2",1.5199,0.162,"DMSO","0","1"
"B1",31,"GAPDH_e2i2",1.6896,0.3266,"DMSO","0","1"
"B1",32,"GAPDH_e2i2",1.971,0.6029,"DMSO","0","1"
"B1",33,"GAPDH_e2i2",2.4734,1.1002,"DMSO","0","1"
"B1",34,"GAPDH_e2i2",3.1713,1.793,"DMSO","0","1"
"B1",35,"GAPDH_e2i2",3.9574,2.5739,"DMSO","0","1"
"B1",36,"GAPDH_e2i2",4.7302,3.3417,"DMSO","0","1"
"B1",37,"GAPDH_e2i2",5.5266,4.133,"DMSO","0","1"
"B1",38,"GAPDH_e2i2",6.3672,4.9684,"DMSO","0","1"
"B1",39,"GAPDH_e2i2",7.1163,5.7124,"DMSO","0","1"
"B1",40,"GAPDH_e2i2",7.8496,6.4406,"DMSO","0","1"
"B2",1,"GAPDH_e2i2",1.3287,-0.01,"DMSO","0","2"
"B2",2,"GAPDH_e2i2",1.3372,-0.0046,"DMSO","0","2"
"B2",3,"GAPDH_e2i2",1.3452,4e-04,"DMSO","0","2"
"B2",4,"GAPDH_e2i2",1.3487,8e-04,"DMSO","0","2"
"B2",5,"GAPDH_e2i2",1.3524,0.0015,"DMSO","0","2"
"B2",6,"GAPDH_e2i2",1.3551,0.0011,"DMSO","0","2"
"B2",7,"GAPDH_e2i2",1.3579,9e-04,"DMSO","0","2"
"B2",8,"GAPDH_e2i2",1.361,9e-04,"DMSO","0","2"
"B2",9,"GAPDH_e2i2",1.3639,8e-04,"DMSO","0","2"
"B2",10,"GAPDH_e2i2",1.3693,0.0032,"DMSO","0","2"
"B2",11,"GAPDH_e2i2",1.3684,-8e-04,"DMSO","0","2"
"B2",12,"GAPDH_e2i2",1.37,-0.0023,"DMSO","0","2"
"B2",13,"GAPDH_e2i2",1.3754,1e-04,"DMSO","0","2"
"B2",14,"GAPDH_e2i2",1.3752,-0.0032,"DMSO","0","2"
"B2",15,"GAPDH_e2i2",1.3733,-0.0081,"DMSO","0","2"
"B2",16,"GAPDH_e2i2",1.3817,-0.0028,"DMSO","0","2"
"B2",17,"GAPDH_e2i2",1.3887,0.0012,"DMSO","0","2"
"B2",18,"GAPDH_e2i2",1.3922,0.0016,"DMSO","0","2"
"B2",19,"GAPDH_e2i2",1.3919,-0.0018,"DMSO","0","2"
"B2",20,"GAPDH_e2i2",1.3955,-0.0012,"DMSO","0","2"
"B2",21,"GAPDH_e2i2",1.3973,-0.0024,"DMSO","0","2"
"B2",22,"GAPDH_e2i2",1.406,0.0032,"DMSO","0","2"
"B2",23,"GAPDH_e2i2",1.4098,0.004,"DMSO","0","2"
"B2",24,"GAPDH_e2i2",1.412,0.0031,"DMSO","0","2"
"B2",25,"GAPDH_e2i2",1.4196,0.0077,"DMSO","0","2"
"B2",26,"GAPDH_e2i2",1.4356,0.0206,"DMSO","0","2"
"B2",27,"GAPDH_e2i2",1.4596,0.0415,"DMSO","0","2"
"B2",28,"GAPDH_e2i2",1.5005,0.0794,"DMSO","0","2"
"B2",29,"GAPDH_e2i2",1.5759,0.1518,"DMSO","0","2"
"B2",30,"GAPDH_e2i2",1.7162,0.289,"DMSO","0","2"
"B2",31,"GAPDH_e2i2",1.9691,0.5389,"DMSO","0","2"
"B2",32,"GAPDH_e2i2",2.4138,0.9805,"DMSO","0","2"
"B2",33,"GAPDH_e2i2",3.0544,1.6181,"DMSO","0","2"
"B2",34,"GAPDH_e2i2",3.7701,2.3307,"DMSO","0","2"
"B2",35,"GAPDH_e2i2",4.5664,3.1239,"DMSO","0","2"
"B2",36,"GAPDH_e2i2",5.4175,3.972,"DMSO","0","2"
"B2",37,"GAPDH_e2i2",6.2812,4.8327,"DMSO","0","2"
"B2",38,"GAPDH_e2i2",7.1871,5.7355,"DMSO","0","2"
"B2",39,"GAPDH_e2i2",7.9482,6.4936,"DMSO","0","2"
"B2",40,"GAPDH_e2i2",8.7132,7.2555,"DMSO","0","2"
"B3",1,"GAPDH_e2i2",1.4353,-0.0392,"297","0","1"
"B3",2,"GAPDH_e2i2",1.4569,-0.0193,"297","0","1"
"B3",3,"GAPDH_e2i2",1.469,-0.0088,"297","0","1"
"B3",4,"GAPDH_e2i2",1.4754,-0.0041,"297","0","1"
"B3",5,"GAPDH_e2i2",1.4768,-0.0044,"297","0","1"
"B3",6,"GAPDH_e2i2",1.4814,-0.0015,"297","0","1"
"B3",7,"GAPDH_e2i2",1.4869,0.0024,"297","0","1"
"B3",8,"GAPDH_e2i2",1.4874,0.0012,"297","0","1"
"B3",9,"GAPDH_e2i2",1.4933,0.0055,"297","0","1"
"B3",10,"GAPDH_e2i2",1.4941,0.0046,"297","0","1"
"B3",11,"GAPDH_e2i2",1.4965,0.0054,"297","0","1"
"B3",12,"GAPDH_e2i2",1.4991,0.0063,"297","0","1"
"B3",13,"GAPDH_e2i2",1.4958,0.0013,"297","0","1"
"B3",14,"GAPDH_e2i2",1.4984,0.0022,"297","0","1"
"B3",15,"GAPDH_e2i2",1.5007,0.0029,"297","0","1"
"B3",16,"GAPDH_e2i2",1.4993,-2e-04,"297","0","1"
"B3",17,"GAPDH_e2i2",1.4993,-0.0019,"297","0","1"
"B3",18,"GAPDH_e2i2",1.503,2e-04,"297","0","1"
"B3",19,"GAPDH_e2i2",1.5036,-9e-04,"297","0","1"
"B3",20,"GAPDH_e2i2",1.5067,5e-04,"297","0","1"
"B3",21,"GAPDH_e2i2",1.5036,-0.0042,"297","0","1"
"B3",22,"GAPDH_e2i2",1.5066,-0.0028,"297","0","1"
"B3",23,"GAPDH_e2i2",1.509,-0.0022,"297","0","1"
"B3",24,"GAPDH_e2i2",1.5113,-0.0015,"297","0","1"
"B3",25,"GAPDH_e2i2",1.5202,0.0057,"297","0","1"
"B3",26,"GAPDH_e2i2",1.5303,0.0141,"297","0","1"
"B3",27,"GAPDH_e2i2",1.5634,0.0456,"297","0","1"
"B3",28,"GAPDH_e2i2",1.6047,0.0852,"297","0","1"
"B3",29,"GAPDH_e2i2",1.7001,0.179,"297","0","1"
"B3",30,"GAPDH_e2i2",1.8534,0.3306,"297","0","1"
"B3",31,"GAPDH_e2i2",2.0979,0.5735,"297","0","1"
"B3",32,"GAPDH_e2i2",2.3981,0.872,"297","0","1"
"B3",33,"GAPDH_e2i2",2.7416,1.2139,"297","0","1"
"B3",34,"GAPDH_e2i2",3.1155,1.5861,"297","0","1"
"B3",35,"GAPDH_e2i2",3.5348,2.0037,"297","0","1"
"B3",36,"GAPDH_e2i2",3.9703,2.4375,"297","0","1"
"B3",37,"GAPDH_e2i2",4.4062,2.8718,"297","0","1"
"B3",38,"GAPDH_e2i2",4.8418,3.3058,"297","0","1"
"B3",39,"GAPDH_e2i2",5.2373,3.6996,"297","0","1"
"B3",40,"GAPDH_e2i2",5.6037,4.0643,"297","0","1"
"B4",1,"GAPDH_e2i2",1.2473,-0.0095,"297","0","2"
"B4",2,"GAPDH_e2i2",1.2523,-0.0074,"297","0","2"
"B4",3,"GAPDH_e2i2",1.2632,7e-04,"297","0","2"
"B4",4,"GAPDH_e2i2",1.2689,0.0034,"297","0","2"
"B4",5,"GAPDH_e2i2",1.2722,0.0039,"297","0","2"
"B4",6,"GAPDH_e2i2",1.2709,-4e-04,"297","0","2"
"B4",7,"GAPDH_e2i2",1.2768,0.0026,"297","0","2"
"B4",8,"GAPDH_e2i2",1.2737,-0.0034,"297","0","2"
"B4",9,"GAPDH_e2i2",1.2811,0.0011,"297","0","2"
"B4",10,"GAPDH_e2i2",1.2842,0.0014,"297","0","2"
"B4",11,"GAPDH_e2i2",1.2835,-0.0022,"297","0","2"
"B4",12,"GAPDH_e2i2",1.2899,0.0012,"297","0","2"
"B4",13,"GAPDH_e2i2",1.2857,-0.0058,"297","0","2"
"B4",14,"GAPDH_e2i2",1.2931,-0.0013,"297","0","2"
"B4",15,"GAPDH_e2i2",1.2936,-0.0037,"297","0","2"
"B4",16,"GAPDH_e2i2",1.2988,-0.0015,"297","0","2"
"B4",17,"GAPDH_e2i2",1.3005,-0.0026,"297","0","2"
"B4",18,"GAPDH_e2i2",1.3015,-0.0045,"297","0","2"
"B4",19,"GAPDH_e2i2",1.3069,-0.0021,"297","0","2"
"B4",20,"GAPDH_e2i2",1.3123,5e-04,"297","0","2"
"B4",21,"GAPDH_e2i2",1.3195,0.0048,"297","0","2"
"B4",22,"GAPDH_e2i2",1.317,-6e-04,"297","0","2"
"B4",23,"GAPDH_e2i2",1.3223,0.0018,"297","0","2"
"B4",24,"GAPDH_e2i2",1.3302,0.0068,"297","0","2"
"B4",25,"GAPDH_e2i2",1.3363,0.0099,"297","0","2"
"B4",26,"GAPDH_e2i2",1.3543,0.0251,"297","0","2"
"B4",27,"GAPDH_e2i2",1.382,0.0499,"297","0","2"
"B4",28,"GAPDH_e2i2",1.428,0.093,"297","0","2"
"B4",29,"GAPDH_e2i2",1.5168,0.1789,"297","0","2"
"B4",30,"GAPDH_e2i2",1.6785,0.3377,"297","0","2"
"B4",31,"GAPDH_e2i2",1.97,0.6263,"297","0","2"
"B4",32,"GAPDH_e2i2",2.4665,1.1199,"297","0","2"
"B4",33,"GAPDH_e2i2",3.1611,1.8116,"297","0","2"
"B4",34,"GAPDH_e2i2",3.9213,2.5689,"297","0","2"
"B4",35,"GAPDH_e2i2",4.7592,3.4039,"297","0","2"
"B4",36,"GAPDH_e2i2",5.6562,4.298,"297","0","2"
"B4",37,"GAPDH_e2i2",6.5553,5.1942,"297","0","2"
"B4",38,"GAPDH_e2i2",7.4667,6.1027,"297","0","2"
"B4",39,"GAPDH_e2i2",8.2719,6.905,"297","0","2"
"B4",40,"GAPDH_e2i2",9.0131,7.6433,"297","0","2"
"B5",1,"GAPDH_e2i2",1.2991,0.0036,"297","40","1"
"B5",2,"GAPDH_e2i2",1.3059,0.0077,"297","40","1"
"B5",3,"GAPDH_e2i2",1.305,0.004,"297","40","1"
"B5",4,"GAPDH_e2i2",1.3036,-2e-04,"297","40","1"
"B5",5,"GAPDH_e2i2",1.3071,5e-04,"297","40","1"
"B5",6,"GAPDH_e2i2",1.314,0.0046,"297","40","1"
"B5",7,"GAPDH_e2i2",1.3159,0.0038,"297","40","1"
"B5",8,"GAPDH_e2i2",1.3172,0.0023,"297","40","1"
"B5",9,"GAPDH_e2i2",1.3206,0.0029,"297","40","1"
"B5",10,"GAPDH_e2i2",1.3137,-0.0068,"297","40","1"
"B5",11,"GAPDH_e2i2",1.3206,-0.0027,"297","40","1"
"B5",12,"GAPDH_e2i2",1.3251,-0.001,"297","40","1"
"B5",13,"GAPDH_e2i2",1.3258,-0.003,"297","40","1"
"B5",14,"GAPDH_e2i2",1.3253,-0.0063,"297","40","1"
"B5",15,"GAPDH_e2i2",1.333,-0.0014,"297","40","1"
"B5",16,"GAPDH_e2i2",1.3366,-7e-04,"297","40","1"
"B5",17,"GAPDH_e2i2",1.3382,-0.0019,"297","40","1"
"B5",18,"GAPDH_e2i2",1.3362,-0.0066,"297","40","1"
"B5",19,"GAPDH_e2i2",1.3458,2e-04,"297","40","1"
"B5",20,"GAPDH_e2i2",1.3458,-0.0026,"297","40","1"
"B5",21,"GAPDH_e2i2",1.3522,0.001,"297","40","1"
"B5",22,"GAPDH_e2i2",1.3557,0.0017,"297","40","1"
"B5",23,"GAPDH_e2i2",1.3577,0.001,"297","40","1"
"B5",24,"GAPDH_e2i2",1.3657,0.0062,"297","40","1"
"B5",25,"GAPDH_e2i2",1.3673,0.005,"297","40","1"
"B5",26,"GAPDH_e2i2",1.3758,0.0108,"297","40","1"
"B5",27,"GAPDH_e2i2",1.3953,0.0275,"297","40","1"
"B5",28,"GAPDH_e2i2",1.4219,0.0513,"297","40","1"
"B5",29,"GAPDH_e2i2",1.4743,0.1009,"297","40","1"
"B5",30,"GAPDH_e2i2",1.5638,0.1875,"297","40","1"
"B5",31,"GAPDH_e2i2",1.7313,0.3523,"297","40","1"
"B5",32,"GAPDH_e2i2",2.0371,0.6553,"297","40","1"
"B5",33,"GAPDH_e2i2",2.5628,1.1782,"297","40","1"
"B5",34,"GAPDH_e2i2",3.3215,1.9341,"297","40","1"
"B5",35,"GAPDH_e2i2",4.1876,2.7975,"297","40","1"
"B5",36,"GAPDH_e2i2",5.0606,3.6677,"297","40","1"
"B5",37,"GAPDH_e2i2",5.9896,4.5939,"297","40","1"
"B5",38,"GAPDH_e2i2",6.9738,5.5753,"297","40","1"
"B5",39,"GAPDH_e2i2",7.865,6.4637,"297","40","1"
"B5",40,"GAPDH_e2i2",8.6824,7.2784,"297","40","1"
"B6",1,"GAPDH_e2i2",1.3218,-0.0028,"297","40","2"
"B6",2,"GAPDH_e2i2",1.3264,-0.0014,"297","40","2"
"B6",3,"GAPDH_e2i2",1.3291,-0.002,"297","40","2"
"B6",4,"GAPDH_e2i2",1.3334,-0.001,"297","40","2"
"B6",5,"GAPDH_e2i2",1.3383,7e-04,"297","40","2"
"B6",6,"GAPDH_e2i2",1.344,0.0031,"297","40","2"
"B6",7,"GAPDH_e2i2",1.347,0.0028,"297","40","2"
"B6",8,"GAPDH_e2i2",1.3457,-0.0018,"297","40","2"
"B6",9,"GAPDH_e2i2",1.3532,0.0025,"297","40","2"
"B6",10,"GAPDH_e2i2",1.3585,0.0044,"297","40","2"
"B6",11,"GAPDH_e2i2",1.3589,0.0016,"297","40","2"
"B6",12,"GAPDH_e2i2",1.3594,-0.0011,"297","40","2"
"B6",13,"GAPDH_e2i2",1.3628,-0.0011,"297","40","2"
"B6",14,"GAPDH_e2i2",1.3638,-0.0033,"297","40","2"
"B6",15,"GAPDH_e2i2",1.3713,9e-04,"297","40","2"
"B6",16,"GAPDH_e2i2",1.373,-6e-04,"297","40","2"
"B6",17,"GAPDH_e2i2",1.3747,-0.0022,"297","40","2"
"B6",18,"GAPDH_e2i2",1.3716,-0.0086,"297","40","2"
"B6",19,"GAPDH_e2i2",1.3827,-8e-04,"297","40","2"
"B6",20,"GAPDH_e2i2",1.3822,-0.0045,"297","40","2"
"B6",21,"GAPDH_e2i2",1.3851,-0.0049,"297","40","2"
"B6",22,"GAPDH_e2i2",1.3987,0.0054,"297","40","2"
"B6",23,"GAPDH_e2i2",1.3972,6e-04,"297","40","2"
"B6",24,"GAPDH_e2i2",1.4095,0.0097,"297","40","2"
"B6",25,"GAPDH_e2i2",1.4137,0.0106,"297","40","2"
"B6",26,"GAPDH_e2i2",1.4328,0.0265,"297","40","2"
"B6",27,"GAPDH_e2i2",1.4678,0.0582,"297","40","2"
"B6",28,"GAPDH_e2i2",1.5289,0.116,"297","40","2"
"B6",29,"GAPDH_e2i2",1.6387,0.2225,"297","40","2"
"B6",30,"GAPDH_e2i2",1.831,0.4116,"297","40","2"
"B6",31,"GAPDH_e2i2",2.1866,0.7639,"297","40","2"
"B6",32,"GAPDH_e2i2",2.7534,1.3274,"297","40","2"
"B6",33,"GAPDH_e2i2",3.4992,2.07,"297","40","2"
"B6",34,"GAPDH_e2i2",4.2985,2.866,"297","40","2"
"B6",35,"GAPDH_e2i2",5.1598,3.724,"297","40","2"
"B6",36,"GAPDH_e2i2",6.0913,4.6522,"297","40","2"
"B6",37,"GAPDH_e2i2",7.0152,5.5729,"297","40","2"
"B6",38,"GAPDH_e2i2",7.9647,6.5191,"297","40","2"
"B6",39,"GAPDH_e2i2",8.8135,7.3646,"297","40","2"
"B6",40,"GAPDH_e2i2",9.5347,8.0826,"297","40","2"
"B7",1,"GAPDH_e2i2",1.2438,0.0126,"297","120","1"
"B7",2,"GAPDH_e2i2",1.2413,0.0073,"297","120","1"
"B7",3,"GAPDH_e2i2",1.2374,6e-04,"297","120","1"
"B7",4,"GAPDH_e2i2",1.2389,-8e-04,"297","120","1"
"B7",5,"GAPDH_e2i2",1.2419,-5e-04,"297","120","1"
"B7",6,"GAPDH_e2i2",1.2504,0.0052,"297","120","1"
"B7",7,"GAPDH_e2i2",1.2469,-0.0011,"297","120","1"
"B7",8,"GAPDH_e2i2",1.2508,-1e-04,"297","120","1"
"B7",9,"GAPDH_e2i2",1.2528,-8e-04,"297","120","1"
"B7",10,"GAPDH_e2i2",1.259,0.0026,"297","120","1"
"B7",11,"GAPDH_e2i2",1.2592,0,"297","120","1"
"B7",12,"GAPDH_e2i2",1.2653,0.0033,"297","120","1"
"B7",13,"GAPDH_e2i2",1.2615,-0.0033,"297","120","1"
"B7",14,"GAPDH_e2i2",1.2711,0.0035,"297","120","1"
"B7",15,"GAPDH_e2i2",1.2676,-0.0028,"297","120","1"
"B7",16,"GAPDH_e2i2",1.274,8e-04,"297","120","1"
"B7",17,"GAPDH_e2i2",1.2726,-0.0034,"297","120","1"
"B7",18,"GAPDH_e2i2",1.2746,-0.0042,"297","120","1"
"B7",19,"GAPDH_e2i2",1.2767,-0.0049,"297","120","1"
"B7",20,"GAPDH_e2i2",1.2819,-0.0025,"297","120","1"
"B7",21,"GAPDH_e2i2",1.2816,-0.0056,"297","120","1"
"B7",22,"GAPDH_e2i2",1.2915,0.0015,"297","120","1"
"B7",23,"GAPDH_e2i2",1.2931,3e-04,"297","120","1"
"B7",24,"GAPDH_e2i2",1.2978,0.0022,"297","120","1"
"B7",25,"GAPDH_e2i2",1.3083,0.0099,"297","120","1"
"B7",26,"GAPDH_e2i2",1.3171,0.0159,"297","120","1"
"B7",27,"GAPDH_e2i2",1.3389,0.035,"297","120","1"
"B7",28,"GAPDH_e2i2",1.3861,0.0793,"297","120","1"
"B7",29,"GAPDH_e2i2",1.4586,0.149,"297","120","1"
"B7",30,"GAPDH_e2i2",1.5941,0.2817,"297","120","1"
"B7",31,"GAPDH_e2i2",1.8462,0.531,"297","120","1"
"B7",32,"GAPDH_e2i2",2.2789,0.9609,"297","120","1"
"B7",33,"GAPDH_e2i2",2.9371,1.6163,"297","120","1"
"B7",34,"GAPDH_e2i2",3.6962,2.3726,"297","120","1"
"B7",35,"GAPDH_e2i2",4.5066,3.1802,"297","120","1"
"B7",36,"GAPDH_e2i2",5.3727,4.0435,"297","120","1"
"B7",37,"GAPDH_e2i2",6.2522,4.9202,"297","120","1"
"B7",38,"GAPDH_e2i2",7.0948,5.76,"297","120","1"
"B7",39,"GAPDH_e2i2",7.9074,6.5698,"297","120","1"
"B7",40,"GAPDH_e2i2",8.634,7.2937,"297","120","1"
"B8",1,"GAPDH_e2i2",1.2683,-0.0105,"297","120","2"
"B8",2,"GAPDH_e2i2",1.2724,-0.0097,"297","120","2"
"B8",3,"GAPDH_e2i2",1.2777,-0.0077,"297","120","2"
"B8",4,"GAPDH_e2i2",1.2872,-0.0014,"297","120","2"
"B8",5,"GAPDH_e2i2",1.2942,0.0022,"297","120","2"
"B8",6,"GAPDH_e2i2",1.2953,1e-04,"297","120","2"
"B8",7,"GAPDH_e2i2",1.3065,0.008,"297","120","2"
"B8",8,"GAPDH_e2i2",1.3026,8e-04,"297","120","2"
"B8",9,"GAPDH_e2i2",1.3043,-7e-04,"297","120","2"
"B8",10,"GAPDH_e2i2",1.3096,0.0013,"297","120","2"
"B8",11,"GAPDH_e2i2",1.3143,0.0026,"297","120","2"
"B8",12,"GAPDH_e2i2",1.3135,-0.0014,"297","120","2"
"B8",13,"GAPDH_e2i2",1.3179,-4e-04,"297","120","2"
"B8",14,"GAPDH_e2i2",1.3208,-7e-04,"297","120","2"
"B8",15,"GAPDH_e2i2",1.3235,-0.0013,"297","120","2"
"B8",16,"GAPDH_e2i2",1.3292,0.0012,"297","120","2"
"B8",17,"GAPDH_e2i2",1.334,0.0026,"297","120","2"
"B8",18,"GAPDH_e2i2",1.3342,-5e-04,"297","120","2"
"B8",19,"GAPDH_e2i2",1.3333,-0.0046,"297","120","2"
"B8",20,"GAPDH_e2i2",1.3421,9e-04,"297","120","2"
"B8",21,"GAPDH_e2i2",1.342,-0.0025,"297","120","2"
"B8",22,"GAPDH_e2i2",1.346,-0.0017,"297","120","2"
"B8",23,"GAPDH_e2i2",1.3544,0.0034,"297","120","2"
"B8",24,"GAPDH_e2i2",1.3584,0.0041,"297","120","2"
"B8",25,"GAPDH_e2i2",1.3702,0.0126,"297","120","2"
"B8",26,"GAPDH_e2i2",1.3852,0.0242,"297","120","2"
"B8",27,"GAPDH_e2i2",1.4138,0.0496,"297","120","2"
"B8",28,"GAPDH_e2i2",1.4676,0.1001,"297","120","2"
"B8",29,"GAPDH_e2i2",1.5637,0.1929,"297","120","2"
"B8",30,"GAPDH_e2i2",1.7319,0.3579,"297","120","2"
"B8",31,"GAPDH_e2i2",2.051,0.6737,"297","120","2"
"B8",32,"GAPDH_e2i2",2.5859,1.2053,"297","120","2"
"B8",33,"GAPDH_e2i2",3.3528,1.9689,"297","120","2"
"B8",34,"GAPDH_e2i2",4.2055,2.8183,"297","120","2"
"B8",35,"GAPDH_e2i2",5.1215,3.731,"297","120","2"
"B8",36,"GAPDH_e2i2",6.0545,4.6608,"297","120","2"
"B8",37,"GAPDH_e2i2",7.025,5.6279,"297","120","2"
"B8",38,"GAPDH_e2i2",7.9994,6.599,"297","120","2"
"B8",39,"GAPDH_e2i2",8.8618,7.4582,"297","120","2"
"B8",40,"GAPDH_e2i2",9.6581,8.2512,"297","120","2"
"B9",1,"GAPDH_e2i2",1.3104,-0.0022,"297","240","1"
"B9",2,"GAPDH_e2i2",1.3151,-2e-04,"297","240","1"
"B9",3,"GAPDH_e2i2",1.3179,-2e-04,"297","240","1"
"B9",4,"GAPDH_e2i2",1.3196,-0.0011,"297","240","1"
"B9",5,"GAPDH_e2i2",1.3268,0.0034,"297","240","1"
"B9",6,"GAPDH_e2i2",1.3265,4e-04,"297","240","1"
"B9",7,"GAPDH_e2i2",1.3274,-0.0014,"297","240","1"
"B9",8,"GAPDH_e2i2",1.3342,0.0027,"297","240","1"
"B9",9,"GAPDH_e2i2",1.3341,-1e-04,"297","240","1"
"B9",10,"GAPDH_e2i2",1.3417,0.0049,"297","240","1"
"B9",11,"GAPDH_e2i2",1.3374,-0.0022,"297","240","1"
"B9",12,"GAPDH_e2i2",1.3419,-3e-04,"297","240","1"
"B9",13,"GAPDH_e2i2",1.3439,-0.0011,"297","240","1"
"B9",14,"GAPDH_e2i2",1.3454,-0.0023,"297","240","1"
"B9",15,"GAPDH_e2i2",1.3473,-0.0031,"297","240","1"
"B9",16,"GAPDH_e2i2",1.3507,-0.0023,"297","240","1"
"B9",17,"GAPDH_e2i2",1.3546,-0.0011,"297","240","1"
"B9",18,"GAPDH_e2i2",1.3545,-0.004,"297","240","1"
"B9",19,"GAPDH_e2i2",1.3606,-5e-04,"297","240","1"
"B9",20,"GAPDH_e2i2",1.3636,-2e-04,"297","240","1"
"B9",21,"GAPDH_e2i2",1.3719,0.0054,"297","240","1"
"B9",22,"GAPDH_e2i2",1.3676,-0.0016,"297","240","1"
"B9",23,"GAPDH_e2i2",1.3766,0.0048,"297","240","1"
"B9",24,"GAPDH_e2i2",1.3816,0.007,"297","240","1"
"B9",25,"GAPDH_e2i2",1.3926,0.0153,"297","240","1"
"B9",26,"GAPDH_e2i2",1.4037,0.0237,"297","240","1"
"B9",27,"GAPDH_e2i2",1.4324,0.0497,"297","240","1"
"B9",28,"GAPDH_e2i2",1.4801,0.0947,"297","240","1"
"B9",29,"GAPDH_e2i2",1.5653,0.1773,"297","240","1"
"B9",30,"GAPDH_e2i2",1.7225,0.3318,"297","240","1"
"B9",31,"GAPDH_e2i2",2.0151,0.6217,"297","240","1"
"B9",32,"GAPDH_e2i2",2.5347,1.1385,"297","240","1"
"B9",33,"GAPDH_e2i2",3.3088,1.91,"297","240","1"
"B9",34,"GAPDH_e2i2",4.2267,2.8252,"297","240","1"
"B9",35,"GAPDH_e2i2",5.1674,3.7632,"297","240","1"
"B9",36,"GAPDH_e2i2",6.1089,4.702,"297","240","1"
"B9",37,"GAPDH_e2i2",7.0952,5.6856,"297","240","1"
"B9",38,"GAPDH_e2i2",8.1043,6.6921,"297","240","1"
"B9",39,"GAPDH_e2i2",9.0121,7.5971,"297","240","1"
"B9",40,"GAPDH_e2i2",9.8378,8.4202,"297","240","1"
"B10",1,"GAPDH_e2i2",1.3161,-0.0207,"297","240","2"
"B10",2,"GAPDH_e2i2",1.3247,-0.0147,"297","240","2"
"B10",3,"GAPDH_e2i2",1.3367,-0.0052,"297","240","2"
"B10",4,"GAPDH_e2i2",1.345,5e-04,"297","240","2"
"B10",5,"GAPDH_e2i2",1.349,0.0018,"297","240","2"
"B10",6,"GAPDH_e2i2",1.3545,0.0048,"297","240","2"
"B10",7,"GAPDH_e2i2",1.3563,0.0039,"297","240","2"
