"Well","Cycle","Target","Rn","dRn","Treatment","Minutes","Replica"
"B10",8,"GAPDH_e2i2",1.3566,0.0016,"297","240","2"
"B10",9,"GAPDH_e2i2",1.3579,4e-04,"297","240","2"
"B10",10,"GAPDH_e2i2",1.3626,0.0024,"297","240","2"
"B10",11,"GAPDH_e2i2",1.3643,0.0015,"297","240","2"
"B10",12,"GAPDH_e2i2",1.3652,-1e-04,"297","240","2"
"B10",13,"GAPDH_e2i2",1.3655,-0.0025,"297","240","2"
"B10",14,"GAPDH_e2i2",1.3668,-0.0037,"297","240","2"
"B10",15,"GAPDH_e2i2",1.3713,-0.0018,"297","240","2"
"B10",16,"GAPDH_e2i2",1.3749,-9e-04,"297","240","2"
"B10",17,"GAPDH_e2i2",1.3758,-0.0026,"297","240","2"
"B10",18,"GAPDH_e2i2",1.3787,-0.0022,"297","240","2"
"B10",19,"GAPDH_e2i2",1.3778,-0.0058,"297","240","2"
"B10",20,"GAPDH_e2i2",1.3837,-0.0025,"297","240","2"
"B10",21,"GAPDH_e2i2",1.3889,2e-04,"297","240","2"
"B10",22,"GAPDH_e2i2",1.3916,3e-04,"297","240","2"
"B10",23,"GAPDH_e2i2",1.3913,-0.0026,"297","240","2"
"B10",24,"GAPDH_e2i2",1.3986,0.0021,"297","240","2"
"B10",25,"GAPDH_e2i2",1.4097,0.0105,"297","240","2"
"B10",26,"GAPDH_e2i2",1.4193,0.0176,"297","240","2"
"B10",27,"GAPDH_e2i2",1.4389,0.0346,"297","240","2"
"B10",28,"GAPDH_e2i2",1.4805,0.0736,"297","240","2"
"B10",29,"GAPDH_e2i2",1.5544,0.1448,"297","240","2"
"B10",30,"GAPDH_e2i2",1.6964,0.2843,"297","240","2"
"B10",31,"GAPDH_e2i2",1.9442,0.5294,"297","240","2"
"B10",32,"GAPDH_e2i2",2.3852,0.9678,"297","240","2"
"B10",33,"GAPDH_e2i2",3.0678,1.6479,"297","240","2"
"B10",34,"GAPDH_e2i2",3.8751,2.4526,"297","240","2"
"B10",35,"GAPDH_e2i2",4.7112,3.286,"297","240","2"
"B10",36,"GAPDH_e2i2",5.5831,4.1554,"297","240","2"
"B10",37,"GAPDH_e2i2",6.485,5.0547,"297","240","2"
"B10",38,"GAPDH_e2i2",7.3788,5.9458,"297","240","2"
"B10",39,"GAPDH_e2i2",8.1699,6.7343,"297","240","2"
"B10",40,"GAPDH_e2i2",8.9029,7.4648,"297","240","2"
"C1",1,"GAPDH_e3i3",1.3771,-0.0375,"DMSO","0","1"
"C1",2,"GAPDH_e3i3",1.3923,-0.0276,"DMSO","0","1"
"C1",3,"GAPDH_e3i3",1.4097,-0.0156,"DMSO","0","1"
"C1",4,"GAPDH_e3i3",1.4261,-0.0045,"DMSO","0","1"
"C1",5,"GAPDH_e3i3",1.4337,-0.0023,"DMSO","0","1"
"C1",6,"GAPDH_e3i3",1.4477,0.0063,"DMSO","0","1"
"C1",7,"GAPDH_e3i3",1.455,0.0083,"DMSO","0","1"
"C1",8,"GAPDH_e3i3",1.4582,0.0061,"DMSO","0","1"
"C1",9,"GAPDH_e3i3",1.4617,0.0043,"DMSO","0","1"
"C1",10,"GAPDH_e3i3",1.468,0.0052,"DMSO","0","1"
"C1",11,"GAPDH_e3i3",1.469,9e-04,"DMSO","0","1"
"C1",12,"GAPDH_e3i3",1.4708,-0.0027,"DMSO","0","1"
"C1",13,"GAPDH_e3i3",1.4828,0.004,"DMSO","0","1"
"C1",14,"GAPDH_e3i3",1.4865,0.0023,"DMSO","0","1"
"C1",15,"GAPDH_e3i3",1.4881,-0.0015,"DMSO","0","1"
"C1",16,"GAPDH_e3i3",1.4959,0.001,"DMSO","0","1"
"C1",17,"GAPDH_e3i3",1.4966,-0.0037,"DMSO","0","1"
"C1",18,"GAPDH_e3i3",1.5023,-0.0033,"DMSO","0","1"
"C1",19,"GAPDH_e3i3",1.506,-0.0049,"DMSO","0","1"
"C1",20,"GAPDH_e3i3",1.5139,-0.0024,"DMSO","0","1"
"C1",21,"GAPDH_e3i3",1.524,0.0023,"DMSO","0","1"
"C1",22,"GAPDH_e3i3",1.5465,0.0195,"DMSO","0","1"
"C1",23,"GAPDH_e3i3",1.5709,0.0385,"DMSO","0","1"
"C1",24,"GAPDH_e3i3",1.6389,0.1012,"DMSO","0","1"
"C1",25,"GAPDH_e3i3",1.751,0.208,"DMSO","0","1"
"C1",26,"GAPDH_e3i3",1.9743,0.4258,"DMSO","0","1"
"C1",27,"GAPDH_e3i3",2.3613,0.8076,"DMSO","0","1"
"C1",28,"GAPDH_e3i3",2.9969,1.4377,"DMSO","0","1"
"C1",29,"GAPDH_e3i3",3.7996,2.2351,"DMSO","0","1"
"C1",30,"GAPDH_e3i3",4.6068,3.037,"DMSO","0","1"
"C1",31,"GAPDH_e3i3",5.4181,3.8429,"DMSO","0","1"
"C1",32,"GAPDH_e3i3",6.1965,4.616,"DMSO","0","1"
"C1",33,"GAPDH_e3i3",6.9679,5.382,"DMSO","0","1"
"C1",34,"GAPDH_e3i3",7.5893,5.998,"DMSO","0","1"
"C1",35,"GAPDH_e3i3",8.1584,6.5618,"DMSO","0","1"
"C1",36,"GAPDH_e3i3",8.6577,7.0557,"DMSO","0","1"
"C1",37,"GAPDH_e3i3",9.0471,7.4398,"DMSO","0","1"
"C1",38,"GAPDH_e3i3",9.4576,7.8449,"DMSO","0","1"
"C1",39,"GAPDH_e3i3",9.801,8.183,"DMSO","0","1"
"C1",40,"GAPDH_e3i3",10.0429,8.4195,"DMSO","0","1"
"C2",1,"GAPDH_e3i3",1.4712,-0.0043,"DMSO","0","2"
"C2",2,"GAPDH_e3i3",1.4751,-0.004,"DMSO","0","2"
"C2",3,"GAPDH_e3i3",1.481,-0.0018,"DMSO","0","2"
"C2",4,"GAPDH_e3i3",1.4909,0.0044,"DMSO","0","2"
"C2",5,"GAPDH_e3i3",1.4868,-0.0034,"DMSO","0","2"
"C2",6,"GAPDH_e3i3",1.4976,0.0037,"DMSO","0","2"
"C2",7,"GAPDH_e3i3",1.496,-0.0015,"DMSO","0","2"
"C2",8,"GAPDH_e3i3",1.4998,-0.0013,"DMSO","0","2"
"C2",9,"GAPDH_e3i3",1.5074,0.0026,"DMSO","0","2"
"C2",10,"GAPDH_e3i3",1.5092,6e-04,"DMSO","0","2"
"C2",11,"GAPDH_e3i3",1.5108,-0.0013,"DMSO","0","2"
"C2",12,"GAPDH_e3i3",1.5135,-0.0024,"DMSO","0","2"
"C2",13,"GAPDH_e3i3",1.519,-5e-04,"DMSO","0","2"
"C2",14,"GAPDH_e3i3",1.5237,6e-04,"DMSO","0","2"
"C2",15,"GAPDH_e3i3",1.524,-0.0028,"DMSO","0","2"
"C2",16,"GAPDH_e3i3",1.5302,-3e-04,"DMSO","0","2"
"C2",17,"GAPDH_e3i3",1.5348,6e-04,"DMSO","0","2"
"C2",18,"GAPDH_e3i3",1.5408,0.0029,"DMSO","0","2"
"C2",19,"GAPDH_e3i3",1.5421,6e-04,"DMSO","0","2"
"C2",20,"GAPDH_e3i3",1.5608,0.0156,"DMSO","0","2"
"C2",21,"GAPDH_e3i3",1.5815,0.0327,"DMSO","0","2"
"C2",22,"GAPDH_e3i3",1.6158,0.0633,"DMSO","0","2"
"C2",23,"GAPDH_e3i3",1.6887,0.1325,"DMSO","0","2"
"C2",24,"GAPDH_e3i3",1.817,0.2572,"DMSO","0","2"
"C2",25,"GAPDH_e3i3",2.0697,0.5062,"DMSO","0","2"
"C2",26,"GAPDH_e3i3",2.5223,0.9551,"DMSO","0","2"
"C2",27,"GAPDH_e3i3",3.2172,1.6463,"DMSO","0","2"
"C2",28,"GAPDH_e3i3",4.0419,2.4674,"DMSO","0","2"
"C2",29,"GAPDH_e3i3",4.9119,3.3338,"DMSO","0","2"
"C2",30,"GAPDH_e3i3",5.8408,4.2589,"DMSO","0","2"
"C2",31,"GAPDH_e3i3",6.7933,5.2078,"DMSO","0","2"
"C2",32,"GAPDH_e3i3",7.7102,6.121,"DMSO","0","2"
"C2",33,"GAPDH_e3i3",8.5475,6.9547,"DMSO","0","2"
"C2",34,"GAPDH_e3i3",9.2976,7.7011,"DMSO","0","2"
"C2",35,"GAPDH_e3i3",10.0156,8.4154,"DMSO","0","2"
"C2",36,"GAPDH_e3i3",10.5984,8.9946,"DMSO","0","2"
"C2",37,"GAPDH_e3i3",11.1457,9.5382,"DMSO","0","2"
"C2",38,"GAPDH_e3i3",11.657,10.0459,"DMSO","0","2"
"C2",39,"GAPDH_e3i3",12.0625,10.4477,"DMSO","0","2"
"C2",40,"GAPDH_e3i3",12.5069,10.8884,"DMSO","0","2"
"C3",1,"GAPDH_e3i3",1.486,-0.0112,"297","0","1"
"C3",2,"GAPDH_e3i3",1.495,-0.0062,"297","0","1"
"C3",3,"GAPDH_e3i3",1.5006,-0.0045,"297","0","1"
"C3",4,"GAPDH_e3i3",1.5078,-0.0011,"297","0","1"
"C3",5,"GAPDH_e3i3",1.5147,0.0018,"297","0","1"
"C3",6,"GAPDH_e3i3",1.5206,0.0038,"297","0","1"
"C3",7,"GAPDH_e3i3",1.5229,0.0022,"297","0","1"
"C3",8,"GAPDH_e3i3",1.5261,0.0015,"297","0","1"
"C3",9,"GAPDH_e3i3",1.5296,0.0011,"297","0","1"
"C3",10,"GAPDH_e3i3",1.5309,-0.0016,"297","0","1"
"C3",11,"GAPDH_e3i3",1.5366,2e-04,"297","0","1"
"C3",12,"GAPDH_e3i3",1.5392,-0.0011,"297","0","1"
"C3",13,"GAPDH_e3i3",1.5411,-0.0031,"297","0","1"
"C3",14,"GAPDH_e3i3",1.55,0.0019,"297","0","1"
"C3",15,"GAPDH_e3i3",1.5514,-6e-04,"297","0","1"
"C3",16,"GAPDH_e3i3",1.5518,-0.0041,"297","0","1"
"C3",17,"GAPDH_e3i3",1.5618,0.0019,"297","0","1"
"C3",18,"GAPDH_e3i3",1.5655,0.0017,"297","0","1"
"C3",19,"GAPDH_e3i3",1.5716,0.004,"297","0","1"
"C3",20,"GAPDH_e3i3",1.5879,0.0163,"297","0","1"
"C3",21,"GAPDH_e3i3",1.6159,0.0404,"297","0","1"
"C3",22,"GAPDH_e3i3",1.6507,0.0713,"297","0","1"
"C3",23,"GAPDH_e3i3",1.7303,0.147,"297","0","1"
"C3",24,"GAPDH_e3i3",1.8761,0.2889,"297","0","1"
"C3",25,"GAPDH_e3i3",2.139,0.5479,"297","0","1"
"C3",26,"GAPDH_e3i3",2.574,0.9789,"297","0","1"
"C3",27,"GAPDH_e3i3",3.1334,1.5345,"297","0","1"
"C3",28,"GAPDH_e3i3",3.7458,2.143,"297","0","1"
"C3",29,"GAPDH_e3i3",4.3942,2.7874,"297","0","1"
"C3",30,"GAPDH_e3i3",5.0849,3.4742,"297","0","1"
"C3",31,"GAPDH_e3i3",5.7776,4.163,"297","0","1"
"C3",32,"GAPDH_e3i3",6.4559,4.8374,"297","0","1"
"C3",33,"GAPDH_e3i3",7.0859,5.4634,"297","0","1"
"C3",34,"GAPDH_e3i3",7.6463,6.0199,"297","0","1"
"C3",35,"GAPDH_e3i3",8.1674,6.5371,"297","0","1"
"C3",36,"GAPDH_e3i3",8.6621,7.028,"297","0","1"
"C3",37,"GAPDH_e3i3",9.0539,7.4158,"297","0","1"
"C3",38,"GAPDH_e3i3",9.4772,7.8352,"297","0","1"
"C3",39,"GAPDH_e3i3",9.8156,8.1698,"297","0","1"
"C3",40,"GAPDH_e3i3",10.1169,8.4671,"297","0","1"
"C4",1,"GAPDH_e3i3",1.49,-0.0011,"297","0","2"
"C4",2,"GAPDH_e3i3",1.4989,0.0037,"297","0","2"
"C4",3,"GAPDH_e3i3",1.4997,4e-04,"297","0","2"
"C4",4,"GAPDH_e3i3",1.5037,2e-04,"297","0","2"
"C4",5,"GAPDH_e3i3",1.5079,2e-04,"297","0","2"
"C4",6,"GAPDH_e3i3",1.513,0.0013,"297","0","2"
"C4",7,"GAPDH_e3i3",1.5165,5e-04,"297","0","2"
"C4",8,"GAPDH_e3i3",1.5213,0.0012,"297","0","2"
"C4",9,"GAPDH_e3i3",1.5261,0.0019,"297","0","2"
"C4",10,"GAPDH_e3i3",1.5266,-0.0017,"297","0","2"
"C4",11,"GAPDH_e3i3",1.5314,-0.0011,"297","0","2"
"C4",12,"GAPDH_e3i3",1.5361,-5e-04,"297","0","2"
"C4",13,"GAPDH_e3i3",1.5375,-0.0033,"297","0","2"
"C4",14,"GAPDH_e3i3",1.5449,-1e-04,"297","0","2"
"C4",15,"GAPDH_e3i3",1.5469,-0.0022,"297","0","2"
"C4",16,"GAPDH_e3i3",1.5508,-0.0024,"297","0","2"
"C4",17,"GAPDH_e3i3",1.5538,-0.0036,"297","0","2"
"C4",18,"GAPDH_e3i3",1.5642,0.0027,"297","0","2"
"C4",19,"GAPDH_e3i3",1.572,0.0064,"297","0","2"
"C4",20,"GAPDH_e3i3",1.5779,0.0081,"297","0","2"
"C4",21,"GAPDH_e3i3",1.595,0.0211,"297","0","2"
"C4",22,"GAPDH_e3i3",1.6352,0.0572,"297","0","2"
"C4",23,"GAPDH_e3i3",1.688,0.1058,"297","0","2"
"C4",24,"GAPDH_e3i3",1.806,0.2197,"297","0","2"
"C4",25,"GAPDH_e3i3",2.0235,0.433,"297","0","2"
"C4",26,"GAPDH_e3i3",2.4142,0.8196,"297","0","2"
"C4",27,"GAPDH_e3i3",3.0403,1.4415,"297","0","2"
"C4",28,"GAPDH_e3i3",3.7674,2.1644,"297","0","2"
"C4",29,"GAPDH_e3i3",4.5571,2.95,"297","0","2"
"C4",30,"GAPDH_e3i3",5.3677,3.7564,"297","0","2"
"C4",31,"GAPDH_e3i3",6.226,4.6106,"297","0","2"
"C4",32,"GAPDH_e3i3",7.0557,5.4362,"297","0","2"
"C4",33,"GAPDH_e3i3",7.8318,6.2081,"297","0","2"
"C4",34,"GAPDH_e3i3",8.515,6.8872,"297","0","2"
"C4",35,"GAPDH_e3i3",9.1908,7.5588,"297","0","2"
"C4",36,"GAPDH_e3i3",9.7552,8.1191,"297","0","2"
"C4",37,"GAPDH_e3i3",10.2635,8.6233,"297","0","2"
"C4",38,"GAPDH_e3i3",10.7422,9.0978,"297","0","2"
"C4",39,"GAPDH_e3i3",11.1584,9.5099,"297","0","2"
"C4",40,"GAPDH_e3i3",11.5297,9.877,"297","0","2"
"C5",1,"GAPDH_e3i3",1.4203,-0.008,"297","40","1"
"C5",2,"GAPDH_e3i3",1.4276,-0.0015,"297","40","1"
"C5",3,"GAPDH_e3i3",1.4297,-4e-04,"297","40","1"
"C5",4,"GAPDH_e3i3",1.4293,-0.0016,"297","40","1"
"C5",5,"GAPDH_e3i3",1.4352,0.0034,"297","40","1"
"C5",6,"GAPDH_e3i3",1.4333,6e-04,"297","40","1"
"C5",7,"GAPDH_e3i3",1.4308,-0.0028,"297","40","1"
"C5",8,"GAPDH_e3i3",1.4295,-0.005,"297","40","1"
"C5",9,"GAPDH_e3i3",1.4355,2e-04,"297","40","1"
"C5",10,"GAPDH_e3i3",1.4441,0.008,"297","40","1"
"C5",11,"GAPDH_e3i3",1.4344,-0.0026,"297","40","1"
"C5",12,"GAPDH_e3i3",1.4416,0.0037,"297","40","1"
"C5",13,"GAPDH_e3i3",1.4366,-0.0021,"297","40","1"
"C5",14,"GAPDH_e3i3",1.4396,0,"297","40","1"
"C5",15,"GAPDH_e3i3",1.4389,-0.0016,"297","40","1"
"C5",16,"GAPDH_e3i3",1.4431,0.0017,"297","40","1"
"C5",17,"GAPDH_e3i3",1.4401,-0.0022,"297","40","1"
"C5",18,"GAPDH_e3i3",1.4437,6e-04,"297","40","1"
"C5",19,"GAPDH_e3i3",1.4439,-1e-04,"297","40","1"
"C5",20,"GAPDH_e3i3",1.4552,0.0103,"297","40","1"
"C5",21,"GAPDH_e3i3",1.467,0.0213,"297","40","1"
"C5",22,"GAPDH_e3i3",1.4844,0.0378,"297","40","1"
"C5",23,"GAPDH_e3i3",1.5242,0.0768,"297","40","1"
"C5",24,"GAPDH_e3i3",1.5938,0.1455,"297","40","1"
"C5",25,"GAPDH_e3i3",1.7274,0.2782,"297","40","1"
"C5",26,"GAPDH_e3i3",1.9854,0.5353,"297","40","1"
"C5",27,"GAPDH_e3i3",2.439,0.988,"297","40","1"
"C5",28,"GAPDH_e3i3",3.1135,1.6617,"297","40","1"
"C5",29,"GAPDH_e3i3",3.9064,2.4537,"297","40","1"
"C5",30,"GAPDH_e3i3",4.705,3.2514,"297","40","1"
"C5",31,"GAPDH_e3i3",5.5184,4.0639,"297","40","1"
"C5",32,"GAPDH_e3i3",6.333,4.8777,"297","40","1"
"C5",33,"GAPDH_e3i3",7.0945,5.6383,"297","40","1"
"C5",34,"GAPDH_e3i3",7.7512,6.2942,"297","40","1"
"C5",35,"GAPDH_e3i3",8.3422,6.8843,"297","40","1"
"C5",36,"GAPDH_e3i3",8.9466,7.4878,"297","40","1"
"C5",37,"GAPDH_e3i3",9.4026,7.943,"297","40","1"
"C5",38,"GAPDH_e3i3",9.886,8.4255,"297","40","1"
"C5",39,"GAPDH_e3i3",10.2365,8.7751,"297","40","1"
"C5",40,"GAPDH_e3i3",10.5827,9.1204,"297","40","1"
"C6",1,"GAPDH_e3i3",1.4408,-0.008,"297","40","2"
"C6",2,"GAPDH_e3i3",1.4497,-0.0031,"297","40","2"
"C6",3,"GAPDH_e3i3",1.4558,-9e-04,"297","40","2"
"C6",4,"GAPDH_e3i3",1.4632,0.0026,"297","40","2"
"C6",5,"GAPDH_e3i3",1.4609,-0.0036,"297","40","2"
"C6",6,"GAPDH_e3i3",1.4729,0.0044,"297","40","2"
"C6",7,"GAPDH_e3i3",1.471,-0.0013,"297","40","2"
"C6",8,"GAPDH_e3i3",1.4779,0.0016,"297","40","2"
"C6",9,"GAPDH_e3i3",1.4807,4e-04,"297","40","2"
"C6",10,"GAPDH_e3i3",1.4829,-0.0012,"297","40","2"
"C6",11,"GAPDH_e3i3",1.4867,-0.0013,"297","40","2"
"C6",12,"GAPDH_e3i3",1.4874,-0.0046,"297","40","2"
"C6",13,"GAPDH_e3i3",1.4968,0.001,"297","40","2"
"C6",14,"GAPDH_e3i3",1.4987,-0.0011,"297","40","2"
"C6",15,"GAPDH_e3i3",1.5074,0.0037,"297","40","2"
"C6",16,"GAPDH_e3i3",1.5068,-9e-04,"297","40","2"
"C6",17,"GAPDH_e3i3",1.5127,0.0011,"297","40","2"
"C6",18,"GAPDH_e3i3",1.5143,-0.0012,"297","40","2"
"C6",19,"GAPDH_e3i3",1.5248,0.0054,"297","40","2"
"C6",20,"GAPDH_e3i3",1.5355,0.0121,"297","40","2"
"C6",21,"GAPDH_e3i3",1.5571,0.0298,"297","40","2"
"C6",22,"GAPDH_e3i3",1.5889,0.0577,"297","40","2"
"C6",23,"GAPDH_e3i3",1.6479,0.1128,"297","40","2"
"C6",24,"GAPDH_e3i3",1.7618,0.2228,"297","40","2"
"C6",25,"GAPDH_e3i3",1.9728,0.4299,"297","40","2"
"C6",26,"GAPDH_e3i3",2.3626,0.8157,"297","40","2"
"C6",27,"GAPDH_e3i3",2.9832,1.4324,"297","40","2"
"C6",28,"GAPDH_e3i3",3.7478,2.1931,"297","40","2"
"C6",29,"GAPDH_e3i3",4.5688,3.0101,"297","40","2"
"C6",30,"GAPDH_e3i3",5.4038,3.8412,"297","40","2"
"C6",31,"GAPDH_e3i3",6.2704,4.7039,"297","40","2"
"C6",32,"GAPDH_e3i3",7.0893,5.519,"297","40","2"
"C6",33,"GAPDH_e3i3",7.9013,6.327,"297","40","2"
"C6",34,"GAPDH_e3i3",8.612,7.0338,"297","40","2"
"C6",35,"GAPDH_e3i3",9.2927,7.7106,"297","40","2"
"C6",36,"GAPDH_e3i3",9.8955,8.3095,"297","40","2"
"C6",37,"GAPDH_e3i3",10.41,8.82,"297","40","2"
"C6",38,"GAPDH_e3i3",10.8918,9.2979,"297","40","2"
"C6",39,"GAPDH_e3i3",11.2858,9.688,"297","40","2"
"C6",40,"GAPDH_e3i3",11.6793,10.0776,"297","40","2"
"C7",1,"GAPDH_e3i3",1.4395,-0.0119,"297","120","1"
"C7",2,"GAPDH_e3i3",1.4521,-0.0018,"297","120","1"
"C7",3,"GAPDH_e3i3",1.4618,0.0053,"297","120","1"
"C7",4,"GAPDH_e3i3",1.465,0.0058,"297","120","1"
"C7",5,"GAPDH_e3i3",1.4637,0.002,"297","120","1"
"C7",6,"GAPDH_e3i3",1.4609,-0.0034,"297","120","1"
"C7",7,"GAPDH_e3i3",1.4689,0.002,"297","120","1"
"C7",8,"GAPDH_e3i3",1.4656,-0.0039,"297","120","1"
"C7",9,"GAPDH_e3i3",1.4722,1e-04,"297","120","1"
"C7",10,"GAPDH_e3i3",1.4757,0.001,"297","120","1"
"C7",11,"GAPDH_e3i3",1.4648,-0.0124,"297","120","1"
"C7",12,"GAPDH_e3i3",1.476,-0.0039,"297","120","1"
"C7",13,"GAPDH_e3i3",1.4785,-0.004,"297","120","1"
"C7",14,"GAPDH_e3i3",1.4819,-0.0031,"297","120","1"
"C7",15,"GAPDH_e3i3",1.4883,6e-04,"297","120","1"
"C7",16,"GAPDH_e3i3",1.4952,0.005,"297","120","1"
"C7",17,"GAPDH_e3i3",1.4929,1e-04,"297","120","1"
"C7",18,"GAPDH_e3i3",1.4979,0.0025,"297","120","1"
"C7",19,"GAPDH_e3i3",1.5044,0.0064,"297","120","1"
"C7",20,"GAPDH_e3i3",1.5129,0.0123,"297","120","1"
"C7",21,"GAPDH_e3i3",1.5335,0.0303,"297","120","1"
"C7",22,"GAPDH_e3i3",1.5692,0.0634,"297","120","1"
"C7",23,"GAPDH_e3i3",1.6282,0.1198,"297","120","1"
"C7",24,"GAPDH_e3i3",1.7375,0.2265,"297","120","1"
"C7",25,"GAPDH_e3i3",1.9495,0.4359,"297","120","1"
"C7",26,"GAPDH_e3i3",2.3379,0.8218,"297","120","1"
"C7",27,"GAPDH_e3i3",3.0083,1.4895,"297","120","1"
"C7",28,"GAPDH_e3i3",3.8635,2.3422,"297","120","1"
"C7",29,"GAPDH_e3i3",4.7991,3.2751,"297","120","1"
"C7",30,"GAPDH_e3i3",5.7523,4.2258,"297","120","1"
"C7",31,"GAPDH_e3i3",6.7475,5.2184,"297","120","1"
"C7",32,"GAPDH_e3i3",7.7038,6.172,"297","120","1"
"C7",33,"GAPDH_e3i3",8.589,7.0547,"297","120","1"
"C7",34,"GAPDH_e3i3",9.3766,7.8397,"297","120","1"
"C7",35,"GAPDH_e3i3",10.1499,8.6104,"297","120","1"
"C7",36,"GAPDH_e3i3",10.7768,9.2347,"297","120","1"
"C7",37,"GAPDH_e3i3",11.3435,9.7988,"297","120","1"
"C7",38,"GAPDH_e3i3",11.9691,10.4218,"297","120","1"
"C7",39,"GAPDH_e3i3",12.3124,10.7625,"297","120","1"
"C7",40,"GAPDH_e3i3",12.7908,11.2384,"297","120","1"
"C8",1,"GAPDH_e3i3",1.5262,0.0017,"297","120","2"
"C8",2,"GAPDH_e3i3",1.5297,0.0017,"297","120","2"
"C8",3,"GAPDH_e3i3",1.5339,0.0024,"297","120","2"
"C8",4,"GAPDH_e3i3",1.5317,-0.0032,"297","120","2"
"C8",5,"GAPDH_e3i3",1.5389,5e-04,"297","120","2"
"C8",6,"GAPDH_e3i3",1.5421,2e-04,"297","120","2"
"C8",7,"GAPDH_e3i3",1.5483,0.0028,"297","120","2"
"C8",8,"GAPDH_e3i3",1.5504,0.0014,"297","120","2"
"C8",9,"GAPDH_e3i3",1.5518,-6e-04,"297","120","2"
"C8",10,"GAPDH_e3i3",1.5588,0.0029,"297","120","2"
"C8",11,"GAPDH_e3i3",1.5572,-0.0021,"297","120","2"
"C8",12,"GAPDH_e3i3",1.5601,-0.0028,"297","120","2"
"C8",13,"GAPDH_e3i3",1.5621,-0.0042,"297","120","2"
"C8",14,"GAPDH_e3i3",1.5679,-0.002,"297","120","2"
"C8",15,"GAPDH_e3i3",1.5718,-0.0015,"297","120","2"
"C8",16,"GAPDH_e3i3",1.577,2e-04,"297","120","2"
"C8",17,"GAPDH_e3i3",1.583,0.0027,"297","120","2"
"C8",18,"GAPDH_e3i3",1.5871,0.0033,"297","120","2"
"C8",19,"GAPDH_e3i3",1.5934,0.0061,"297","120","2"
"C8",20,"GAPDH_e3i3",1.6083,0.0175,"297","120","2"
"C8",21,"GAPDH_e3i3",1.6282,0.034,"297","120","2"
"C8",22,"GAPDH_e3i3",1.6696,0.0719,"297","120","2"
"C8",23,"GAPDH_e3i3",1.7473,0.1461,"297","120","2"
"C8",24,"GAPDH_e3i3",1.892,0.2873,"297","120","2"
"C8",25,"GAPDH_e3i3",2.1561,0.5479,"297","120","2"
"C8",26,"GAPDH_e3i3",2.6295,1.0178,"297","120","2"
"C8",27,"GAPDH_e3i3",3.2897,1.6745,"297","120","2"
"C8",28,"GAPDH_e3i3",4.0092,2.3905,"297","120","2"
"C8",29,"GAPDH_e3i3",4.7734,3.1512,"297","120","2"
"C8",30,"GAPDH_e3i3",5.5514,3.9258,"297","120","2"
"C8",31,"GAPDH_e3i3",6.3436,4.7145,"297","120","2"
"C8",32,"GAPDH_e3i3",7.117,5.4844,"297","120","2"
"C8",33,"GAPDH_e3i3",7.8202,6.1841,"297","120","2"
"C8",34,"GAPDH_e3i3",8.452,6.8124,"297","120","2"
"C8",35,"GAPDH_e3i3",9.0173,7.3742,"297","120","2"
"C8",36,"GAPDH_e3i3",9.5372,7.8906,"297","120","2"
"C8",37,"GAPDH_e3i3",10.0223,8.3722,"297","120","2"
"C8",38,"GAPDH_e3i3",10.4443,8.7908,"297","120","2"
"C8",39,"GAPDH_e3i3",10.8038,9.1468,"297","120","2"
"C8",40,"GAPDH_e3i3",11.1467,9.4862,"297","120","2"
"C9",1,"GAPDH_e3i3",1.4988,0.0069,"297","240","1"
"C9",2,"GAPDH_e3i3",1.5016,0.0107,"297","240","1"
"C9",3,"GAPDH_e3i3",1.4927,0.0028,"297","240","1"
"C9",4,"GAPDH_e3i3",1.4925,0.0037,"297","240","1"
"C9",5,"GAPDH_e3i3",1.4932,0.0054,"297","240","1"
"C9",6,"GAPDH_e3i3",1.4858,-9e-04,"297","240","1"
"C9",7,"GAPDH_e3i3",1.4843,-0.0014,"297","240","1"
"C9",8,"GAPDH_e3i3",1.4868,0.0021,"297","240","1"
"C9",9,"GAPDH_e3i3",1.4837,0,"297","240","1"
"C9",10,"GAPDH_e3i3",1.4774,-0.0052,"297","240","1"
"C9",11,"GAPDH_e3i3",1.4777,-0.0038,"297","240","1"
"C9",12,"GAPDH_e3i3",1.4757,-0.0048,"297","240","1"
"C9",13,"GAPDH_e3i3",1.4791,-4e-04,"297","240","1"
"C9",14,"GAPDH_e3i3",1.4719,-0.0066,"297","240","1"
"C9",15,"GAPDH_e3i3",1.4708,-0.0066,"297","240","1"
"C9",16,"GAPDH_e3i3",1.4742,-0.0022,"297","240","1"
"C9",17,"GAPDH_e3i3",1.4751,-3e-04,"297","240","1"
"C9",18,"GAPDH_e3i3",1.483,0.0087,"297","240","1"
"C9",19,"GAPDH_e3i3",1.4828,0.0095,"297","240","1"
"C9",20,"GAPDH_e3i3",1.4861,0.0139,"297","240","1"
"C9",21,"GAPDH_e3i3",1.5105,0.0393,"297","240","1"
"C9",22,"GAPDH_e3i3",1.5405,0.0703,"297","240","1"
"C9",23,"GAPDH_e3i3",1.6067,0.1375,"297","240","1"
"C9",24,"GAPDH_e3i3",1.7302,0.2621,"297","240","1"
"C9",25,"GAPDH_e3i3",1.9595,0.4925,"297","240","1"
"C9",26,"GAPDH_e3i3",2.3831,0.917,"297","240","1"
"C9",27,"GAPDH_e3i3",3.0264,1.5614,"297","240","1"
"C9",28,"GAPDH_e3i3",3.7438,2.2798,"297","240","1"
