"Length [um]","Measured","Group","BirdID","Species","File"
327.83,"Diameter",8,"ID12","ZF","ZF_ID12_717_Lines.csv"
599.3,"Diameter",9,"ID12","ZF","ZF_ID12_717_Lines.csv"
364.33,"Diameter",9,"ID12","ZF","ZF_ID12_717_Lines.csv"
448.01,"Diameter",10,"ID12","ZF","ZF_ID12_717_Lines.csv"
211.93,"Diameter",10,"ID12","ZF","ZF_ID12_717_Lines.csv"
512.95,"Diameter",11,"ID12","ZF","ZF_ID12_717_Lines.csv"
274.32,"Diameter",11,"ID12","ZF","ZF_ID12_717_Lines.csv"
339.87,"Diameter",12,"ID12","ZF","ZF_ID12_717_Lines.csv"
451.36,"Diameter",12,"ID12","ZF","ZF_ID12_717_Lines.csv"
596.96,"Diameter",1,"ID12","ZF","ZF_ID12_718_Lines.csv"
389.88,"Diameter",1,"ID12","ZF","ZF_ID12_718_Lines.csv"
428.08,"Diameter",2,"ID12","ZF","ZF_ID12_718_Lines.csv"
285.56,"Diameter",2,"ID12","ZF","ZF_ID12_718_Lines.csv"
380.73,"Diameter",3,"ID12","ZF","ZF_ID12_718_Lines.csv"
297.84,"Diameter",3,"ID12","ZF","ZF_ID12_718_Lines.csv"
446.21,"Diameter",4,"ID12","ZF","ZF_ID12_718_Lines.csv"
300.1,"Diameter",4,"ID12","ZF","ZF_ID12_718_Lines.csv"
354.29,"Diameter",5,"ID12","ZF","ZF_ID12_718_Lines.csv"
248.16,"Diameter",5,"ID12","ZF","ZF_ID12_718_Lines.csv"
424.71,"Diameter",6,"ID12","ZF","ZF_ID12_718_Lines.csv"
314.2,"Diameter",6,"ID12","ZF","ZF_ID12_718_Lines.csv"
473.22,"Diameter",7,"ID12","ZF","ZF_ID12_718_Lines.csv"
292.92,"Diameter",7,"ID12","ZF","ZF_ID12_718_Lines.csv"
617.84,"Diameter",8,"ID12","ZF","ZF_ID12_718_Lines.csv"
355.14,"Diameter",8,"ID12","ZF","ZF_ID12_718_Lines.csv"
501.49,"Diameter",9,"ID12","ZF","ZF_ID12_718_Lines.csv"
269.46,"Diameter",9,"ID12","ZF","ZF_ID12_718_Lines.csv"
384.97,"Diameter",10,"ID12","ZF","ZF_ID12_718_Lines.csv"
138.74,"Diameter",10,"ID12","ZF","ZF_ID12_718_Lines.csv"
482.8,"Diameter",11,"ID12","ZF","ZF_ID12_718_Lines.csv"
297.88,"Diameter",11,"ID12","ZF","ZF_ID12_718_Lines.csv"
364.98,"Diameter",12,"ID12","ZF","ZF_ID12_718_Lines.csv"
326.25,"Diameter",12,"ID12","ZF","ZF_ID12_718_Lines.csv"
