"Genotype","Area","Stimulant_1","Stimulant_2"
"Wildtype",221.6534948,"TNFa","None"
"Wildtype",410.7311017,"TNFa","None"
"Wildtype",356.0200893,"TNFa","None"
"Wildtype",1187.110108,"TNFa","None"
"Wildtype",3111.061388,"TNFa","None"
"Wildtype",1562.720132,"TNFa","None"
"Wildtype",935.434215,"TNFa","None"
"Wildtype",557.6641992,"TNFa","None"
"Wildtype",599.0492736,"TNFa","None"
"Wildtype",1529.388984,"TNFa","None"
"Wildtype",621.9880644,"TNFa","None"
"Wildtype",1647.336119,"TNFa","None"
"Wildtype",457.751078,"TNFa","None"
"Wildtype",780.9944895,"TNFa","None"
"Wildtype",483.7718277,"TNFa","None"
"Wildtype",851.6601866,"TNFa","None"
"Wildtype",5099.299944,"TNFa","None"
"Wildtype",653.0129805,"TNFa","None"
"Wildtype",1407.255908,"TNFa","None"
"Wildtype",667.8117697,"TNFa","None"
"Wildtype",1113.453461,"TNFa","None"
"Wildtype",510.6621044,"TNFa","None"
"Wildtype",390.8073777,"TNFa","None"
"Wildtype",846.5641811,"TNFa","None"
"Wildtype",454.8906323,"TNFa","None"
"Wildtype",473.608459,"TNFa","None"
"Wildtype",1117.788492,"TNFa","None"
"Wildtype",587.7238179,"TNFa","None"
"Wildtype",1761.768818,"TNFa","None"
"Wildtype",681.516717,"TNFa","None"
"Wildtype",1260.205512,"TNFa","None"
"Wildtype",469.2225245,"TNFa","None"
"Wildtype",1257.174542,"TNFa","None"
"Wildtype",598.6680825,"TNFa","None"
"Wildtype",1372.370214,"TNFa","None"
"Wildtype",337.8841664,"TNFa","None"
"Wildtype",990.360158,"TNFa","None"
"Wildtype",558.2548062,"TNFa","None"
"Wildtype",408.7957722,"TNFa","None"
"Wildtype",347.124211,"TNFa","None"
"Wildtype",320.1722588,"TNFa","None"
"Wildtype",877.4269191,"TNFa","None"
"Wildtype",565.5380383,"TNFa","None"
"Wildtype",1337.613005,"TNFa","None"
"Wildtype",653.3854548,"TNFa","None"
"Wildtype",989.5774692,"TNFa","None"
"Wildtype",812.1997689,"TNFa","None"
"Wildtype",664.0974433,"TNFa","None"
"Wildtype",313.8789146,"TNFa","None"
"Wildtype",683.5682959,"TNFa","None"
"Wildtype",883.6611882,"TNFa","None"
"Wildtype",403.8018213,"TNFa","None"
"Wildtype",667.3715161,"TNFa","None"
"Wildtype",468.9582995,"TNFa","None"
"Wildtype",988.9819539,"TNFa","None"
"Wildtype",1231.945379,"TNFa","None"
